ENTREZID,L1000,SYMBOL,ALIAS
26020,LRP10,LRP10,LRP10
80349,WDR61,WDR61,REC14
80349,WDR61,WDR61,SKI8
80349,WDR61,WDR61,WDR61
1429,CRYZ,CRYZ,CRYZ
211,ALAS1,ALAS1,ALAS
211,ALAS1,ALAS1,ALAS-H
211,ALAS1,ALAS1,ALAS3
211,ALAS1,ALAS1,ALASH
211,ALAS1,ALAS1,MIG4
211,ALAS1,ALAS1,ALAS1
3337,DNAJB1,DNAJB1,HSPF1
3337,DNAJB1,DNAJB1,Hdj1
3337,DNAJB1,DNAJB1,Hsp40
3337,DNAJB1,DNAJB1,RSPH16B
3337,DNAJB1,DNAJB1,Sis1
3337,DNAJB1,DNAJB1,DNAJB1
808,CALM3,CALM3,CALM
808,CALM3,CALM3,CAM1
808,CALM3,CALM3,CAM2
808,CALM3,CALM3,CAMB
808,CALM3,CALM3,CPVT6
808,CALM3,CALM3,CaM
808,CALM3,CALM3,CaMIII
808,CALM3,CALM3,HEL-S-72
808,CALM3,CALM3,LQT16
808,CALM3,CALM3,PHKD
808,CALM3,CALM3,PHKD3
808,CALM3,CALM3,CALM3
10112,KIF20A,KIF20A,MKLP2
10112,KIF20A,KIF20A,RAB6KIFL
10112,KIF20A,KIF20A,KIF20A
56997,ADCK3,COQ8A,ADCK3
56997,ADCK3,COQ8A,ARCA2
56997,ADCK3,COQ8A,CABC1
56997,ADCK3,COQ8A,COQ10D4
56997,ADCK3,COQ8A,COQ8
56997,ADCK3,COQ8A,SCAR9
56997,ADCK3,COQ8A,COQ8A
79090,TRAPPC6A,TRAPPC6A,TRS33
79090,TRAPPC6A,TRAPPC6A,TRAPPC6A
9519,TBPL1,TBPL1,MGC:8389
9519,TBPL1,TBPL1,MGC:9620
9519,TBPL1,TBPL1,STUD
9519,TBPL1,TBPL1,TLF
9519,TBPL1,TBPL1,TLP
9519,TBPL1,TBPL1,TRF2
9519,TBPL1,TBPL1,TBPL1
4208,MEF2C,MEF2C,C5DELq14.3
4208,MEF2C,MEF2C,DEL5q14.3
4208,MEF2C,MEF2C,MEF2C
5048,PAFAH1B1,PAFAH1B1,LIS1
5048,PAFAH1B1,PAFAH1B1,LIS2
5048,PAFAH1B1,PAFAH1B1,MDCR
5048,PAFAH1B1,PAFAH1B1,MDS
5048,PAFAH1B1,PAFAH1B1,NudF
5048,PAFAH1B1,PAFAH1B1,PAFAH
5048,PAFAH1B1,PAFAH1B1,PAFAH1B1
27242,TNFRSF21,TNFRSF21,BM-018
27242,TNFRSF21,TNFRSF21,CD358
27242,TNFRSF21,TNFRSF21,DR6
27242,TNFRSF21,TNFRSF21,TNFRSF21
55699,IARS2,IARS2,CAGSSS
55699,IARS2,IARS2,ILERS
55699,IARS2,IARS2,IARS2
9917,FAM20B,FAM20B,gxk1
9917,FAM20B,FAM20B,FAM20B
23585,TMEM50A,TMEM50A,IFNRC
23585,TMEM50A,TMEM50A,SMP1
23585,TMEM50A,TMEM50A,TMEM50A
6793,STK10,STK10,LOK
6793,STK10,STK10,PRO2729
6793,STK10,STK10,STK10
80347,COASY,COASY,DPCK
80347,COASY,COASY,NBIA6
80347,COASY,COASY,NBP
80347,COASY,COASY,PCH12
80347,COASY,COASY,PPAT
80347,COASY,COASY,UKR1
80347,COASY,COASY,pOV-2
80347,COASY,COASY,COASY
7376,NR1H2,NR1H2,LXR-b
7376,NR1H2,NR1H2,LXRB
7376,NR1H2,NR1H2,NER
7376,NR1H2,NR1H2,NER-I
7376,NR1H2,NR1H2,RIP15
7376,NR1H2,NR1H2,UNR
7376,NR1H2,NR1H2,NR1H2
8091,HMGA2,HMGA2,BABL
8091,HMGA2,HMGA2,HMGI-C
8091,HMGA2,HMGA2,HMGIC
8091,HMGA2,HMGA2,LIPO
8091,HMGA2,HMGA2,SRS5
8091,HMGA2,HMGA2,STQTL9
8091,HMGA2,HMGA2,HMGA2
57147,SCYL3,SCYL3,PACE-1
57147,SCYL3,SCYL3,PACE1
57147,SCYL3,SCYL3,SCYL3
55008,HERC6,HERC6,HERC6
55038,CDCA4,CDCA4,HEPP
55038,CDCA4,CDCA4,SEI-3/HEPP
55038,CDCA4,CDCA4,CDCA4
23443,SLC35A3,SLC35A3,AMRS
23443,SLC35A3,SLC35A3,SLC35A3
5708,PSMD2,PSMD2,P97
5708,PSMD2,PSMD2,RPN1
5708,PSMD2,PSMD2,S2
5708,PSMD2,PSMD2,TRAP2
5708,PSMD2,PSMD2,PSMD2
3566,IL4R,IL4R,CD124
3566,IL4R,IL4R,IL-4RA
3566,IL4R,IL4R,IL4RA
3566,IL4R,IL4R,IL4R
6850,SYK,SYK,p72-Syk
6850,SYK,SYK,SYK
54205,CYCS,CYCS,CYC
54205,CYCS,CYCS,HCS
54205,CYCS,CYCS,THC4
54205,CYCS,CYCS,CYCS
3202,HOXA5,HOXA5,HOX1
3202,HOXA5,HOXA5,HOX1.3
3202,HOXA5,HOXA5,HOX1C
3202,HOXA5,HOXA5,HOXA5
10451,VAV3,VAV3,VAV3
2767,GNA11,GNA11,FBH
2767,GNA11,GNA11,FBH2
2767,GNA11,GNA11,FHH2
2767,GNA11,GNA11,GNA-11
2767,GNA11,GNA11,HHC2
2767,GNA11,GNA11,HYPOC2
2767,GNA11,GNA11,GNA11
23378,RRP8,RRP8,KIAA0409
23378,RRP8,RRP8,NML
23378,RRP8,RRP8,RRP8
23300,ATMIN,ATMIN,ASCIZ
23300,ATMIN,ATMIN,ZNF822
23300,ATMIN,ATMIN,ATMIN
5347,PLK1,PLK1,PLK
5347,PLK1,PLK1,STPK13
5347,PLK1,PLK1,PLK1
4775,NFATC3,NFATC3,NF-AT4c
4775,NFATC3,NFATC3,NFAT4
4775,NFATC3,NFATC3,NFATX
4775,NFATC3,NFATC3,NFATC3
7852,CXCR4,CXCR4,CD184
7852,CXCR4,CXCR4,D2S201E
7852,CXCR4,CXCR4,FB22
7852,CXCR4,CXCR4,HM89
7852,CXCR4,CXCR4,HSY3RR
7852,CXCR4,CXCR4,LAP-3
7852,CXCR4,CXCR4,LAP3
7852,CXCR4,CXCR4,LCR1
7852,CXCR4,CXCR4,LESTR
7852,CXCR4,CXCR4,NPY3R
7852,CXCR4,CXCR4,NPYR
7852,CXCR4,CXCR4,NPYRL
7852,CXCR4,CXCR4,NPYY3R
7852,CXCR4,CXCR4,WHIM
7852,CXCR4,CXCR4,WHIMS
7852,CXCR4,CXCR4,CXCR4
10682,EBP,EBP,CDPX2
10682,EBP,EBP,CHO2
10682,EBP,EBP,CPX
10682,EBP,EBP,CPXD
10682,EBP,EBP,MEND
10682,EBP,EBP,EBP
3815,KIT,KIT,C-Kit
3815,KIT,KIT,CD117
3815,KIT,KIT,MASTC
3815,KIT,KIT,PBT
3815,KIT,KIT,SCFR
3815,KIT,KIT,KIT
1029,CDKN2A,CDKN2A,ARF
1029,CDKN2A,CDKN2A,CDK4I
1029,CDKN2A,CDKN2A,CDKN2
1029,CDKN2A,CDKN2A,CMM2
1029,CDKN2A,CDKN2A,INK4
1029,CDKN2A,CDKN2A,INK4A
1029,CDKN2A,CDKN2A,MLM
1029,CDKN2A,CDKN2A,MTS-1
1029,CDKN2A,CDKN2A,MTS1
1029,CDKN2A,CDKN2A,P14
1029,CDKN2A,CDKN2A,P14ARF
1029,CDKN2A,CDKN2A,P16
1029,CDKN2A,CDKN2A,P16-INK4A
1029,CDKN2A,CDKN2A,P16INK4
1029,CDKN2A,CDKN2A,P16INK4A
1029,CDKN2A,CDKN2A,P19
1029,CDKN2A,CDKN2A,P19ARF
1029,CDKN2A,CDKN2A,TP16
1029,CDKN2A,CDKN2A,CDKN2A
1861,TOR1A,TOR1A,AMC5
1861,TOR1A,TOR1A,DQ2
1861,TOR1A,TOR1A,DYT1
1861,TOR1A,TOR1A,TOR1A
2625,GATA3,GATA3,HDR
2625,GATA3,GATA3,HDRS
2625,GATA3,GATA3,GATA3
2778,GNAS,GNAS,AHO
2778,GNAS,GNAS,C20orf45
2778,GNAS,GNAS,GNAS1
2778,GNAS,GNAS,GPSA
2778,GNAS,GNAS,GSA
2778,GNAS,GNAS,GSP
2778,GNAS,GNAS,NESP
2778,GNAS,GNAS,PITA3
2778,GNAS,GNAS,POH
2778,GNAS,GNAS,SCG6
2778,GNAS,GNAS,SgVI
2778,GNAS,GNAS,GNAS
3156,HMGCR,HMGCR,LDLCQ3
3156,HMGCR,HMGCR,HMGCR
4794,NFKBIE,NFKBIE,IKBE
4794,NFKBIE,NFKBIE,NFKBIE
55893,ZNF395,ZNF395,HDBP-2
55893,ZNF395,ZNF395,HDBP2
55893,ZNF395,ZNF395,HDRF-2
55893,ZNF395,ZNF395,PBF
55893,ZNF395,ZNF395,PRF-1
55893,ZNF395,ZNF395,PRF1
55893,ZNF395,ZNF395,Si-1-8-14
55893,ZNF395,ZNF395,ZNF395
11065,UBE2C,UBE2C,UBCH10
11065,UBE2C,UBE2C,dJ447F3.2
11065,UBE2C,UBE2C,UBE2C
3329,HSPD1,HSPD1,CPN60
3329,HSPD1,HSPD1,GROEL
3329,HSPD1,HSPD1,HLD4
3329,HSPD1,HSPD1,HSP-60
3329,HSPD1,HSPD1,HSP60
3329,HSPD1,HSPD1,HSP65
3329,HSPD1,HSPD1,HuCHA60
3329,HSPD1,HSPD1,SPG13
3329,HSPD1,HSPD1,HSPD1
11000,SLC27A3,SLC27A3,ACSVL3
11000,SLC27A3,SLC27A3,FATP3
11000,SLC27A3,SLC27A3,VLCS-3
11000,SLC27A3,SLC27A3,SLC27A3
23597,ACOT9,ACOT9,ACATE2
23597,ACOT9,ACOT9,CGI-16
23597,ACOT9,ACOT9,MT-ACT48
23597,ACOT9,ACOT9,MTACT48
23597,ACOT9,ACOT9,ACOT9
5154,PDGFA,PDGFA,PDGF-A
5154,PDGFA,PDGFA,PDGF1
5154,PDGFA,PDGFA,PDGFA
55620,STAP2,STAP2,BKS
55620,STAP2,STAP2,STAP2
27095,TRAPPC3,TRAPPC3,BET3
27095,TRAPPC3,TRAPPC3,TRAPPC3
6676,SPAG4,SPAG4,CT127
6676,SPAG4,SPAG4,SUN4
6676,SPAG4,SPAG4,SPAG4
3988,LIPA,LIPA,CESD
3988,LIPA,LIPA,LAL
3988,LIPA,LIPA,LIPA
64428,"NARFL",CIAO3,HPRN
64428,"NARFL",CIAO3,IOP1
64428,"NARFL",CIAO3,LET1L
64428,"NARFL",CIAO3,"NAR1"
64428,"NARFL",CIAO3,"NARFL"
64428,"NARFL",CIAO3,PRN
64428,"NARFL",CIAO3,CIAO3
5050,PAFAH1B3,PAFAH1B3,PAFAHG
5050,PAFAH1B3,PAFAH1B3,PAFAH1B3
79961,DENND2D,DENND2D,DENND2D
6251,RSU1,RSU1,RSP-1
6251,RSU1,RSU1,RSU1
27244,SESN1,SESN1,PA26
27244,SESN1,SESN1,SEST1
27244,SESN1,SESN1,SESN1
5583,PRKCH,PRKCH,PKC-L
5583,PRKCH,PRKCH,PKCL
5583,PRKCH,PRKCH,PRKCL
5583,PRKCH,PRKCH,nPKC-eta
5583,PRKCH,PRKCH,PRKCH
6599,SMARCC1,SMARCC1,BAF155
6599,SMARCC1,SMARCC1,CRACC1
6599,SMARCC1,SMARCC1,Rsc8
6599,SMARCC1,SMARCC1,SRG3
6599,SMARCC1,SMARCC1,SWI3
6599,SMARCC1,SMARCC1,SMARCC1
3482,IGF2R,IGF2R,CD222
3482,IGF2R,IGF2R,CI-M6PR
3482,IGF2R,IGF2R,CIMPR
3482,IGF2R,IGF2R,M6P-R
3482,IGF2R,IGF2R,M6P/IGF2R
3482,IGF2R,IGF2R,MPR 300
3482,IGF2R,IGF2R,MPR1
3482,IGF2R,IGF2R,MPR300
3482,IGF2R,IGF2R,MPRI
3482,IGF2R,IGF2R,IGF2R
30001,ERO1L,ERO1A,ERO1-L
30001,ERO1L,ERO1A,ERO1-L-alpha
30001,ERO1L,ERO1A,ERO1-alpha
30001,ERO1L,ERO1A,ERO1L
30001,ERO1L,ERO1A,ERO1LA
30001,ERO1L,ERO1A,Ero1alpha
30001,ERO1L,ERO1A,ERO1A
2582,GALE,GALE,SDR1E1
2582,GALE,GALE,GALE
1643,DDB2,DDB2,DDBB
1643,DDB2,DDB2,UV-DDB2
1643,DDB2,DDB2,XPE
1643,DDB2,DDB2,DDB2
891,CCNB1,CCNB1,CCNB
891,CCNB1,CCNB1,CCNB1
9531,BAG3,BAG3,BAG-3
9531,BAG3,BAG3,BIS
9531,BAG3,BAG3,CAIR-1
9531,BAG3,BAG3,MFM6
9531,BAG3,BAG3,BAG3
1647,GADD45A,GADD45A,DDIT1
1647,GADD45A,GADD45A,GADD45
1647,GADD45A,GADD45A,GADD45A
4690,NCK1,NCK1,NCK
4690,NCK1,NCK1,NCKalpha
4690,NCK1,NCK1,nck-1
4690,NCK1,NCK1,NCK1
6772,STAT1,STAT1,CANDF7
6772,STAT1,STAT1,IMD31A
6772,STAT1,STAT1,IMD31B
6772,STAT1,STAT1,IMD31C
6772,STAT1,STAT1,ISGF-3
6772,STAT1,STAT1,STAT91
6772,STAT1,STAT1,STAT1
84159,ARID5B,ARID5B,DESRT
84159,ARID5B,ARID5B,MRF-2
84159,ARID5B,ARID5B,MRF2
84159,ARID5B,ARID5B,ARID5B
10190,TXNDC9,TXNDC9,APACD
10190,TXNDC9,TXNDC9,PHLP3
10190,TXNDC9,TXNDC9,TXNDC9
4605,MYBL2,MYBL2,B-MYB
4605,MYBL2,MYBL2,BMYB
4605,MYBL2,MYBL2,MYBL2
9133,CCNB2,CCNB2,HsT17299
9133,CCNB2,CCNB2,CCNB2
5985,RFC5,RFC5,RFC36
5985,RFC5,RFC5,RFC5
8508,NIPSNAP1,NIPSNAP1,NIPSNAP1
6810,STX4,STX4,STX4A
6810,STX4,STX4,p35-2
6810,STX4,STX4,STX4
23647,ARFIP2,ARFIP2,POR1
23647,ARFIP2,ARFIP2,ARFIP2
9270,ITGB1BP1,ITGB1BP1,ICAP-1A
9270,ITGB1BP1,ITGB1BP1,ICAP-1B
9270,ITGB1BP1,ITGB1BP1,ICAP-1alpha
9270,ITGB1BP1,ITGB1BP1,ICAP1
9270,ITGB1BP1,ITGB1BP1,ICAP1A
9270,ITGB1BP1,ITGB1BP1,ICAP1B
9270,ITGB1BP1,ITGB1BP1,ITGB1BP1
9924,PAN2,PAN2,USP52
9924,PAN2,PAN2,PAN2
29890,RBM15B,RBM15B,HUMAGCGB
29890,RBM15B,RBM15B,HsOTT3
29890,RBM15B,RBM15B,OTT3
29890,RBM15B,RBM15B,RBM15B
6193,RPS5,RPS5,S5
6193,RPS5,RPS5,RPS5
128,ADH5,ADH5,ADH-3
128,ADH5,ADH5,ADHX
128,ADH5,ADH5,FALDH
128,ADH5,ADH5,FDH
128,ADH5,ADH5,GSH-FDH
128,ADH5,ADH5,GSNOR
128,ADH5,ADH5,HEL-S-60p
128,ADH5,ADH5,ADH5
55818,KDM3A,KDM3A,JHDM2A
55818,KDM3A,KDM3A,JHMD2A
55818,KDM3A,KDM3A,JMJD1
55818,KDM3A,KDM3A,JMJD1A
55818,KDM3A,KDM3A,TSGA
55818,KDM3A,KDM3A,KDM3A
2896,GRN,GRN,CLN11
2896,GRN,GRN,GEP
2896,GRN,GRN,GP88
2896,GRN,GRN,PCDGF
2896,GRN,GRN,PEPI
2896,GRN,GRN,PGRN
2896,GRN,GRN,GRN
4864,NPC1,NPC1,NPC
4864,NPC1,NPC1,POGZ
4864,NPC1,NPC1,SLC65A1
4864,NPC1,NPC1,NPC1
8550,MAPKAPK5,MAPKAPK5,MAPKAP-K5
8550,MAPKAPK5,MAPKAPK5,MK-5
8550,MAPKAPK5,MAPKAPK5,MK5
8550,MAPKAPK5,MAPKAPK5,PRAK
8550,MAPKAPK5,MAPKAPK5,MAPKAPK5
1956,EGFR,EGFR,ERBB
1956,EGFR,EGFR,ERBB1
1956,EGFR,EGFR,HER1
1956,EGFR,EGFR,NISBD2
1956,EGFR,EGFR,PIG61
1956,EGFR,EGFR,mENA
1956,EGFR,EGFR,EGFR
29916,SNX11,SNX11,SNX11
55825,PECR,PECR,DCRRP
55825,PECR,PECR,HPDHASE
55825,PECR,PECR,HSA250303
55825,PECR,PECR,PVIARL
55825,PECR,PECR,SDR29C1
55825,PECR,PECR,TERP
55825,PECR,PECR,PECR
2065,ERBB3,ERBB3,ErbB-3
2065,ERBB3,ERBB3,FERLK
2065,ERBB3,ERBB3,HER3
2065,ERBB3,ERBB3,LCCS2
2065,ERBB3,ERBB3,MDA-BF-1
2065,ERBB3,ERBB3,c-erbB-3
2065,ERBB3,ERBB3,c-erbB3
2065,ERBB3,ERBB3,erbB3-S
2065,ERBB3,ERBB3,p180-ErbB3
2065,ERBB3,ERBB3,p45-sErbB3
2065,ERBB3,ERBB3,p85-sErbB3
2065,ERBB3,ERBB3,ERBB3
8520,HAT1,HAT1,KAT1
8520,HAT1,HAT1,HAT1
6697,SPR,SPR,SDR38C1
6697,SPR,SPR,SPR
8270,LAGE3,LAGE3,CVG5
8270,LAGE3,LAGE3,DXS9879E
8270,LAGE3,LAGE3,DXS9951E
8270,LAGE3,LAGE3,ESO3
8270,LAGE3,LAGE3,GAMOS2
8270,LAGE3,LAGE3,ITBA2
8270,LAGE3,LAGE3,Pcc1
8270,LAGE3,LAGE3,LAGE3
1445,CSK,CSK,CSK
11284,PNKP,PNKP,AOA4
11284,PNKP,PNKP,CMT2B2
11284,PNKP,PNKP,EIEE10
11284,PNKP,PNKP,MCSZ
11284,PNKP,PNKP,PNK
11284,PNKP,PNKP,PNKP
8870,IER3,IER3,DIF-2
8870,IER3,IER3,DIF2
8870,IER3,IER3,GLY96
8870,IER3,IER3,IEX-1
8870,IER3,IER3,IEX-1L
8870,IER3,IER3,IEX1
8870,IER3,IER3,PRG1
8870,IER3,IER3,IER3
5359,PLSCR1,PLSCR1,MMTRA1B
5359,PLSCR1,PLSCR1,PLSCR1
3028,HSD17B10,HSD17B10,17b-HSD10
3028,HSD17B10,HSD17B10,ABAD
3028,HSD17B10,HSD17B10,CAMR
3028,HSD17B10,HSD17B10,DUPXp11.22
3028,HSD17B10,HSD17B10,ERAB
3028,HSD17B10,HSD17B10,HADH2
3028,HSD17B10,HSD17B10,HCD2
3028,HSD17B10,HSD17B10,HSD10MD
3028,HSD17B10,HSD17B10,MHBD
3028,HSD17B10,HSD17B10,MRPP2
3028,HSD17B10,HSD17B10,MRX17
3028,HSD17B10,HSD17B10,MRX31
3028,HSD17B10,HSD17B10,MRXS10
3028,HSD17B10,HSD17B10,SCHAD
3028,HSD17B10,HSD17B10,SDR5C1
3028,HSD17B10,HSD17B10,HSD17B10
8396,PIP4K2B,PIP4K2B,PI5P4KB
8396,PIP4K2B,PIP4K2B,PIP5K2B
8396,PIP4K2B,PIP4K2B,PIP5KIIB
8396,PIP4K2B,PIP4K2B,PIP5KIIbeta
8396,PIP4K2B,PIP4K2B,PIP5P4KB
8396,PIP4K2B,PIP4K2B,PIP4K2B
664,BNIP3,BNIP3,NIP3
664,BNIP3,BNIP3,BNIP3
1677,DFFB,DFFB,CAD
1677,DFFB,DFFB,CPAN
1677,DFFB,DFFB,DFF-40
1677,DFFB,DFFB,DFF2
1677,DFFB,DFFB,DFF40
1677,DFFB,DFFB,DFFB
5236,PGM1,PGM1,CDG1T
5236,PGM1,PGM1,GSD14
5236,PGM1,PGM1,PGM1
9851,KIAA0753,KIAA0753,MNR
9851,KIAA0753,KIAA0753,OFIP
9851,KIAA0753,KIAA0753,KIAA0753
5613,PRKX,PRKX,PKX1
5613,PRKX,PRKX,PRKX
2736,GLI2,GLI2,CJS
2736,GLI2,GLI2,HPE9
2736,GLI2,GLI2,PHS2
2736,GLI2,GLI2,THP1
2736,GLI2,GLI2,THP2
2736,GLI2,GLI2,GLI2
596,BCL2,BCL2,Bcl-2
596,BCL2,BCL2,PPP1R50
596,BCL2,BCL2,BCL2
10898,CPSF4,CPSF4,CPSF30
10898,CPSF4,CPSF4,"NAR"
10898,CPSF4,CPSF4,NEB-1
10898,CPSF4,CPSF4,NEB1
10898,CPSF4,CPSF4,CPSF4
26128,KIF1BP,KIFBP,KBP
26128,KIF1BP,KIFBP,KIAA1279
26128,KIF1BP,KIFBP,KIF1BP
26128,KIF1BP,KIFBP,TTC20
26128,KIF1BP,KIFBP,KIFBP
6790,AURKA,AURKA,AIK
6790,AURKA,AURKA,ARK1
6790,AURKA,AURKA,AURA
6790,AURKA,AURKA,BTAK
6790,AURKA,AURKA,PPP1R47
6790,AURKA,AURKA,STK15
6790,AURKA,AURKA,STK6
6790,AURKA,AURKA,STK7
6790,AURKA,AURKA,AURKA
1385,CREB1,CREB1,CREB
1385,CREB1,CREB1,CREB-1
1385,CREB1,CREB1,CREB1
10972,TMED10,TMED10,P24(DELTA)
10972,TMED10,TMED10,S31I125
10972,TMED10,TMED10,S31III125
10972,TMED10,TMED10,TMP21
10972,TMED10,TMED10,Tmp-21-I
10972,TMED10,TMED10,p23
10972,TMED10,TMED10,p24d1
10972,TMED10,TMED10,TMED10
51203,NUSAP1,NUSAP1,ANKT
51203,NUSAP1,NUSAP1,BM037
51203,NUSAP1,NUSAP1,LNP
51203,NUSAP1,NUSAP1,NUSAP
51203,NUSAP1,NUSAP1,PRO0310p1
51203,NUSAP1,NUSAP1,Q0310
51203,NUSAP1,NUSAP1,SAPL
51203,NUSAP1,NUSAP1,NUSAP1
1123,CHN1,CHN1,ARHGAP2
1123,CHN1,CHN1,CHN
1123,CHN1,CHN1,DURS2
1123,CHN1,CHN1,NC
1123,CHN1,CHN1,RHOGAP2
1123,CHN1,CHN1,CHN1
10695,CNPY3,CNPY3,CAG4A
10695,CNPY3,CNPY3,EIEE60
10695,CNPY3,CNPY3,ERDA5
10695,CNPY3,CNPY3,PRAT4A
10695,CNPY3,CNPY3,TNRC5
10695,CNPY3,CNPY3,CNPY3
5427,POLE2,POLE2,DPE2
5427,POLE2,POLE2,POLE2
5110,PCMT1,PCMT1,PIMT
5110,PCMT1,PCMT1,PCMT1
3315,HSPB1,HSPB1,CMT2F
3315,HSPB1,HSPB1,HEL-S-102
3315,HSPB1,HSPB1,HMN2B
3315,HSPB1,HSPB1,HS.76067
3315,HSPB1,HSPB1,HSP27
3315,HSPB1,HSPB1,HSP28
3315,HSPB1,HSPB1,Hsp25
3315,HSPB1,HSPB1,SRP27
3315,HSPB1,HSPB1,HSPB1
4016,LOXL1,LOXL1,LOL
4016,LOXL1,LOXL1,LOXL
4016,LOXL1,LOXL1,LOXL1
39,ACAT2,ACAT2,ACAT2
7416,VDAC1,VDAC1,PORIN
7416,VDAC1,VDAC1,VDAC-1
7416,VDAC1,VDAC1,VDAC1
4067,LYN,LYN,JTK8
4067,LYN,LYN,p53Lyn
4067,LYN,LYN,p56Lyn
4067,LYN,LYN,LYN
323,APBB2,APBB2,FE65L
323,APBB2,APBB2,FE65L1
323,APBB2,APBB2,APBB2
5092,PCBD1,PCBD1,DCOH
5092,PCBD1,PCBD1,PCBD
5092,PCBD1,PCBD1,PCD
5092,PCBD1,PCBD1,PHS
5092,PCBD1,PCBD1,PCBD1
10221,TRIB1,TRIB1,C8FW
10221,TRIB1,TRIB1,GIG-2
10221,TRIB1,TRIB1,GIG2
10221,TRIB1,TRIB1,SKIP1
10221,TRIB1,TRIB1,TRB-1
10221,TRIB1,TRIB1,TRB1
10221,TRIB1,TRIB1,TRIB1
1891,ECH1,ECH1,HPXEL
1891,ECH1,ECH1,ECH1
1829,DSG2,DSG2,CDHF5
1829,DSG2,DSG2,HDGC
1829,DSG2,DSG2,DSG2
9918,NCAPD2,NCAPD2,CAP-D2
9918,NCAPD2,NCAPD2,CNAP1
9918,NCAPD2,NCAPD2,MCPH21
9918,NCAPD2,NCAPD2,hCAP-D2
9918,NCAPD2,NCAPD2,NCAPD2
10123,ARL4C,ARL4C,ARL7
10123,ARL4C,ARL4C,LAK
10123,ARL4C,ARL4C,ARL4C
9053,MAP7,MAP7,E-MAP-115
9053,MAP7,MAP7,EMAP115
9053,MAP7,MAP7,MAP7
22796,COG2,COG2,CDG2Q
22796,COG2,COG2,LDLC
22796,COG2,COG2,COG2
727,C5,C5,C5D
727,C5,C5,C5a
727,C5,C5,C5b
727,C5,C5,CPAMD4
727,C5,C5,ECLZB
727,C5,C5,C5
207,AKT1,AKT1,AKT
207,AKT1,AKT1,PKB
207,AKT1,AKT1,PKB-ALPHA
207,AKT1,AKT1,PRKBA
207,AKT1,AKT1,RAC
207,AKT1,AKT1,RAC-ALPHA
207,AKT1,AKT1,AKT1
670,BPHL,BPHL,BPH-RP
670,BPHL,BPHL,MCNAA
670,BPHL,BPHL,VACVASE
670,BPHL,BPHL,BPHL
55148,UBR7,UBR7,C14orf130
55148,UBR7,UBR7,UBR7
10921,RNPS1,RNPS1,E5.1
10921,RNPS1,RNPS1,RNPS1
9702,CEP57,CEP57,MVA2
9702,CEP57,CEP57,PIG8
9702,CEP57,CEP57,TSP57
9702,CEP57,CEP57,CEP57
11011,TLK2,TLK2,HsHPK
11011,TLK2,TLK2,MRD57
11011,TLK2,TLK2,PKU-ALPHA
11011,TLK2,TLK2,TLK2
51282,SCAND1,SCAND1,RAZ1
51282,SCAND1,SCAND1,SDP1
51282,SCAND1,SCAND1,SCAND1
8851,CDK5R1,CDK5R1,CDK5P35
8851,CDK5R1,CDK5R1,CDK5R
8851,CDK5R1,CDK5R1,NCK5A
8851,CDK5R1,CDK5R1,p23
8851,CDK5R1,CDK5R1,p25
8851,CDK5R1,CDK5R1,p35
8851,CDK5R1,CDK5R1,p35nck5a
8851,CDK5R1,CDK5R1,CDK5R1
6909,TBX2,TBX2,VETD
6909,TBX2,TBX2,TBX2
7157,TP53,TP53,BCC7
7157,TP53,TP53,BMFS5
7157,TP53,TP53,LFS1
7157,TP53,TP53,P53
7157,TP53,TP53,TRP53
7157,TP53,TP53,TP53
9686,VGLL4,VGLL4,VGL-4
9686,VGLL4,VGLL4,VGLL4
10845,CLPX,CLPX,EPP2
10845,CLPX,CLPX,CLPX
9276,COPB2,COPB2,MCPH19
9276,COPB2,COPB2,beta'-COP
9276,COPB2,COPB2,COPB2
51170,HSD17B11,HSD17B11,17-BETA-HSD11
51170,HSD17B11,HSD17B11,17-BETA-HSDXI
51170,HSD17B11,HSD17B11,17BHSD11
51170,HSD17B11,HSD17B11,DHRS8
51170,HSD17B11,HSD17B11,PAN1B
51170,HSD17B11,HSD17B11,RETSDR2
51170,HSD17B11,HSD17B11,SDR16C2
51170,HSD17B11,HSD17B11,HSD17B11
4282,MIF,MIF,GIF
4282,MIF,MIF,GLIF
4282,MIF,MIF,MMIF
4282,MIF,MIF,MIF
4331,MNAT1,MNAT1,CAP35
4331,MNAT1,MNAT1,MAT1
4331,MNAT1,MNAT1,RNF66
4331,MNAT1,MNAT1,TFB3
4331,MNAT1,MNAT1,MNAT1
27032,ATP2C1,ATP2C1,ATP2C1A
27032,ATP2C1,ATP2C1,BCPM
27032,ATP2C1,ATP2C1,HHD
27032,ATP2C1,ATP2C1,PMR1
27032,ATP2C1,ATP2C1,SPCA1
27032,ATP2C1,ATP2C1,hSPCA1
27032,ATP2C1,ATP2C1,ATP2C1
11031,RAB31,RAB31,Rab22B
11031,RAB31,RAB31,RAB31
9448,MAP4K4,MAP4K4,FLH21957
9448,MAP4K4,MAP4K4,HEL-S-31
9448,MAP4K4,MAP4K4,HGK
9448,MAP4K4,MAP4K4,MEKKK4
9448,MAP4K4,MAP4K4,NIK
9448,MAP4K4,MAP4K4,MAP4K4
5836,PYGL,PYGL,GSD6
5836,PYGL,PYGL,PYGL
5566,PRKACA,PRKACA,PKACA
5566,PRKACA,PRKACA,PPNAD4
5566,PRKACA,PRKACA,PRKACA
